token;doc_id;tfidf
INFECTION; '00062';1.097835
INFECTION; '00081';0.335449
INFECTION; '00104';0.402539
INFECTION; '00111';2.012697
INFECTION; '00123';0.335449
INFECTION; '00133';0.503174
INFECTION; '00146';1.006348
INFECTION; '00160';1.207618
INFECTION; '00176';0.503174
INFECTION; '00179';0.335449
INFECTION; '00187';0.335449
INFECTION; '00188';0.402539
INFECTION; '00200';0.670899
INFECTION; '00202';0.670899
INFECTION; '00253';0.335449
INFECTION; '00262';0.670899
INFECTION; '00270';1.341798
INFECTION; '00271';0.402539
INFECTION; '00282';1.006348
INFECTION; '00326';0.335449
INFECTION; '00333';0.402539
INFECTION; '00347';0.182972
INFECTION; '00377';0.670899
INFECTION; '00427';1.341798
INFECTION; '00429';0.223633
INFECTION; '00432';1.207618
INFECTION; '00437';0.335449
INFECTION; '00438';0.402539
INFECTION; '00452';1.207618
INFECTION; '00457';0.670899
INFECTION; '00458';0.335449
INFECTION; '00459';0.670899
INFECTION; '00463';0.335449
INFECTION; '00475';0.670899
INFECTION; '00487';2.012697
INFECTION; '00499';1.006348
INFECTION; '00505';0.402539
INFECTION; '00517';2.012697
INFECTION; '00550';0.447266
INFECTION; '00556';1.006348
INFECTION; '00588';0.894532
INFECTION; '00590';1.341798
INFECTION; '00592';1.341798
INFECTION; '00598';0.670899
INFECTION; '00600';1.006348
INFECTION; '00609';2.012697
INFECTION; '00611';0.287528
INFECTION; '00618';1.006348
INFECTION; '00682';0.670899
INFECTION; '00696';0.335449
INFECTION; '00745';0.143764
INFECTION; '00754';0.503174
INFECTION; '00761';0.862584
INFECTION; '00767';0.670899
INFECTION; '00769';0.805079
INFECTION; '00776';0.503174
INFECTION; '00782';0.402539
INFECTION; '00784';0.670899
INFECTION; '00790';1.207618
INFECTION; '00800';0.223633
INFECTION; '00804';0.154823
INFECTION; '00812';0.201270
INFECTION; '00863';0.670899
INFECTION; '00865';0.335449
INFECTION; '00874';1.341798
INFECTION; '00903';0.503174
INFECTION; '00905';0.335449
INFECTION; '00917';0.287528
INFECTION; '00922';1.006348
INFECTION; '00983';0.251587
INFECTION; '00987';0.287528
INFECTION; '00988';0.402539
INFECTION; '00989';0.731890
INFECTION; '01063';1.006348
INFECTION; '01065';1.006348
INFECTION; '01071';0.670899
INFECTION; '01080';2.012697
INFECTION; '01091';1.341798
INFECTION; '01102';2.012697
INFECTION; '01170';1.677247
INFECTION; '01171';0.603809
INFECTION; '01173';0.287528
RESPIRATORY;'00001';1.933515
RESPIRATORY; '00001';0.773406
RESPIRATORY; '00006';0.552433
RESPIRATORY; '00007';0.429670
RESPIRATORY; '00008';0.107418
RESPIRATORY; '00011';0.966758
RESPIRATORY; '00015';0.966758
RESPIRATORY; '00017';0.966758
RESPIRATORY; '00025';1.933515
RESPIRATORY; '00031';0.241689
RESPIRATORY; '00037';0.644505
RESPIRATORY; '00056';0.386703
RESPIRATORY; '00080';0.644505
RESPIRATORY; '00099';0.386703
RESPIRATORY; '00103';0.386703
RESPIRATORY; '00110';0.966758
RESPIRATORY; '00118';0.276216
RESPIRATORY; '00133';0.483379
RESPIRATORY; '00135';0.483379
RESPIRATORY; '00148';1.289010
RESPIRATORY; '00159';0.386703
RESPIRATORY; '00160';1.933515
RESPIRATORY; '00176';0.483379
RESPIRATORY; '00177';0.241689
RESPIRATORY; '00179';0.322253
RESPIRATORY; '00187';0.322253
RESPIRATORY; '00206';0.483379
RESPIRATORY; '00212';0.644505
RESPIRATORY; '00219';0.322253
RESPIRATORY; '00223';0.386703
RESPIRATORY; '00243';0.241689
RESPIRATORY; '00265';0.644505
RESPIRATORY; '00271';0.386703
RESPIRATORY; '00297';0.966758
RESPIRATORY; '00307';0.092072
RESPIRATORY; '00322';0.161126
RESPIRATORY; '00325';0.322253
RESPIRATORY; '00331';0.322253
RESPIRATORY; '00333';0.773406
RESPIRATORY; '00346';0.483379
RESPIRATORY; '00358';0.214835
RESPIRATORY; '00370';0.175774
RESPIRATORY; '00403';0.644505
RESPIRATORY; '00417';0.386703
RESPIRATORY; '00439';0.214835
RESPIRATORY; '00447';0.322253
RESPIRATORY; '00452';0.773406
RESPIRATORY; '00457';1.289010
RESPIRATORY; '00459';0.644505
RESPIRATORY; '00473';0.322253
RESPIRATORY; '00511';0.483379
RESPIRATORY; '00550';0.214835
RESPIRATORY; '00552';0.276216
RESPIRATORY; '00555';0.773406
RESPIRATORY; '00556';0.966758
RESPIRATORY; '00571';0.644505
RESPIRATORY; '00589';0.193352
RESPIRATORY; '00590';1.289010
RESPIRATORY; '00598';0.644505
RESPIRATORY; '00606';0.429670
RESPIRATORY; '00614';0.386703
RESPIRATORY; '00627';0.483379
RESPIRATORY; '00682';0.644505
RESPIRATORY; '00711';0.483379
RESPIRATORY; '00716';0.386703
RESPIRATORY; '00726';0.214835
RESPIRATORY; '00731';0.483379
RESPIRATORY; '00733';1.289010
RESPIRATORY; '00736';1.289010
RESPIRATORY; '00754';0.483379
RESPIRATORY; '00761';1.933515
RESPIRATORY; '00767';0.644505
RESPIRATORY; '00768';1.289010
RESPIRATORY; '00769';0.773406
RESPIRATORY; '00778';0.241689
RESPIRATORY; '00787';0.966758
RESPIRATORY; '00820';0.644505
RESPIRATORY; '00821';0.644505
RESPIRATORY; '00822';0.483379
RESPIRATORY; '00842';0.483379
RESPIRATORY; '00860';0.276216
RESPIRATORY; '00879';0.644505
RESPIRATORY; '00887';0.483379
RESPIRATORY; '00910';0.644505
RESPIRATORY; '00912';0.828649
RESPIRATORY; '00913';0.483379
RESPIRATORY; '00914';0.386703
RESPIRATORY; '00969';0.193352
RESPIRATORY; '00980';1.933515
RESPIRATORY; '00985';0.483379
RESPIRATORY; '01019';0.483379
RESPIRATORY; '01039';0.483379
RESPIRATORY; '01067';1.546812
RESPIRATORY; '01073';0.644505
RESPIRATORY; '01078';0.644505
RESPIRATORY; '01079';0.386703
RESPIRATORY; '01080';1.933515
RESPIRATORY; '01091';0.644505
RESPIRATORY; '01112';0.644505
RESPIRATORY; '01169';0.644505
RESPIRATORY; '01170';1.289010
RESPIRATORY; '01173';0.552433
RESPIRATORY; '01192';0.966758
RESPIRATORY; '01197';0.351548
RESPIRATORY; '01216';0.322253
RESPIRATORY; '01234';0.386703
TRACT;'00001';2.234545
TRACT; '00001';0.893818
TRACT; '00006';0.638442
TRACT; '00007';0.496566
TRACT; '00017';1.117273
TRACT; '00025';1.117273
TRACT; '00031';0.279318
TRACT; '00048';0.279318
TRACT; '00056';0.446909
TRACT; '00080';0.744848
TRACT; '00134';0.744848
TRACT; '00135';0.558636
TRACT; '00152';0.558636
TRACT; '00159';0.446909
TRACT; '00160';0.446909
TRACT; '00176';0.558636
TRACT; '00177';0.279318
TRACT; '00179';0.372424
TRACT; '00202';0.744848
TRACT; '00265';0.744848
TRACT; '00271';0.893818
TRACT; '00297';0.558636
TRACT; '00322';0.186212
TRACT; '00325';0.372424
TRACT; '00333';0.446909
TRACT; '00345';0.319221
TRACT; '00417';0.446909
TRACT; '00439';0.248283
TRACT; '00447';0.372424
TRACT; '00497';0.558636
TRACT; '00511';0.558636
TRACT; '00555';0.893818
TRACT; '00589';0.223455
TRACT; '00590';1.489697
TRACT; '00614';0.446909
TRACT; '00733';0.744848
TRACT; '00754';0.558636
TRACT; '00761';1.596104
TRACT; '00769';0.893818
TRACT; '00778';0.279318
TRACT; '00872';1.117273
TRACT; '00912';0.638442
TRACT; '00935';0.744848
TRACT; '00969';0.223455
TRACT; '00980';0.744848
TRACT; '01019';0.558636
TRACT; '01078';0.744848
TRACT; '01079';0.446909
TRACT; '01170';1.489697
TRACT; '01173';0.319221
TRACT; '01192';1.117273
TRACT; '01197';0.406281
CYSTIC;'00001';0.939182
CYSTIC; '00002';0.469591
CYSTIC; '00003';0.187836
CYSTIC; '00004';0.117398
CYSTIC; '00006';0.134169
CYSTIC; '00007';0.208707
CYSTIC; '00008';0.156530
CYSTIC; '00009';0.939182
CYSTIC; '00010';0.939182
CYSTIC; '00011';0.156530
CYSTIC; '00012';0.626121
CYSTIC; '00013';0.313061
CYSTIC; '00014';0.078265
CYSTIC; '00015';0.939182
CYSTIC; '00016';0.939182
CYSTIC; '00017';0.939182
CYSTIC; '00019';0.939182
CYSTIC; '00020';0.187836
CYSTIC; '00021';0.626121
CYSTIC; '00022';0.187836
CYSTIC; '00023';0.563509
CYSTIC; '00024';0.234795
CYSTIC; '00026';0.939182
CYSTIC; '00027';0.313061
CYSTIC; '00028';0.939182
CYSTIC; '00029';0.626121
CYSTIC; '00030';0.563509
CYSTIC; '00031';0.117398
CYSTIC; '00032';0.939182
CYSTIC; '00034';0.939182
CYSTIC; '00037';0.626121
CYSTIC; '00038';0.313061
CYSTIC; '00039';0.234795
CYSTIC; '00040';0.939182
CYSTIC; '00041';0.187836
CYSTIC; '00043';0.704386
CYSTIC; '00044';0.626121
CYSTIC; '00045';0.626121
CYSTIC; '00047';0.375673
CYSTIC; '00049';0.469591
CYSTIC; '00050';0.939182
CYSTIC; '00051';0.704386
CYSTIC; '00052';0.939182
CYSTIC; '00053';0.939182
CYSTIC; '00054';0.313061
CYSTIC; '00055';0.093918
CYSTIC; '00056';0.187836
CYSTIC; '00057';0.939182
CYSTIC; '00058';0.085380
CYSTIC; '00059';0.234795
CYSTIC; '00061';0.187836
CYSTIC; '00062';0.085380
CYSTIC; '00063';0.117398
CYSTIC; '00064';0.939182
CYSTIC; '00065';0.536675
CYSTIC; '00066';0.313061
CYSTIC; '00067';0.704386
CYSTIC; '00068';0.313061
CYSTIC; '00069';0.939182
CYSTIC; '00070';0.626121
CYSTIC; '00071';0.234795
CYSTIC; '00072';0.234795
CYSTIC; '00073';0.313061
CYSTIC; '00074';0.939182
CYSTIC; '00075';0.156530
CYSTIC; '00076';0.156530
CYSTIC; '00077';0.536675
CYSTIC; '00078';0.234795
CYSTIC; '00080';0.626121
CYSTIC; '00082';0.313061
CYSTIC; '00083';0.469591
CYSTIC; '00084';0.469591
CYSTIC; '00085';0.187836
CYSTIC; '00088';0.375673
CYSTIC; '00089';0.234795
CYSTIC; '00090';0.313061
CYSTIC; '00091';0.187836
CYSTIC; '00092';0.469591
CYSTIC; '00093';0.268338
CYSTIC; '00094';0.939182
CYSTIC; '00095';0.939182
CYSTIC; '00096';0.939182
CYSTIC; '00097';0.626121
CYSTIC; '00098';0.751346
CYSTIC; '00099';0.563509
CYSTIC; '00100';0.156530
CYSTIC; '00101';0.469591
CYSTIC; '00102';0.187836
CYSTIC; '00103';0.939182
CYSTIC; '00104';0.187836
CYSTIC; '00105';0.234795
CYSTIC; '00108';0.469591
CYSTIC; '00109';0.626121
CYSTIC; '00110';0.469591
CYSTIC; '00111';0.268338
CYSTIC; '00112';0.939182
CYSTIC; '00113';0.939182
CYSTIC; '00115';0.234795
CYSTIC; '00116';0.939182
CYSTIC; '00118';0.134169
CYSTIC; '00119';0.313061
CYSTIC; '00121';0.313061
CYSTIC; '00122';0.469591
CYSTIC; '00123';0.156530
CYSTIC; '00125';0.626121
CYSTIC; '00126';0.268338
CYSTIC; '00127';0.469591
CYSTIC; '00129';0.469591
CYSTIC; '00130';0.939182
CYSTIC; '00133';0.939182
CYSTIC; '00135';0.939182
CYSTIC; '00137';0.093918
CYSTIC; '00138';0.939182
CYSTIC; '00139';0.093918
CYSTIC; '00140';0.093918
CYSTIC; '00141';0.234795
CYSTIC; '00143';0.626121
CYSTIC; '00144';0.093918
CYSTIC; '00146';0.939182
CYSTIC; '00148';0.313061
CYSTIC; '00150';0.104354
CYSTIC; '00151';0.313061
CYSTIC; '00153';0.313061
CYSTIC; '00154';0.939182
CYSTIC; '00155';0.375673
CYSTIC; '00157';0.313061
CYSTIC; '00158';0.469591
CYSTIC; '00159';0.187836
CYSTIC; '00160';0.375673
CYSTIC; '00161';0.187836
CYSTIC; '00163';0.939182
CYSTIC; '00164';0.187836
CYSTIC; '00165';0.156530
CYSTIC; '00166';0.939182
CYSTIC; '00167';0.313061
CYSTIC; '00169';0.469591
CYSTIC; '00170';0.313061
CYSTIC; '00172';0.156530
CYSTIC; '00173';0.782652
CYSTIC; '00174';0.313061
CYSTIC; '00175';0.187836
CYSTIC; '00176';0.234795
CYSTIC; '00177';0.469591
CYSTIC; '00179';0.156530
CYSTIC; '00181';0.187836
CYSTIC; '00182';0.939182
CYSTIC; '00183';0.626121
CYSTIC; '00184';0.469591
CYSTIC; '00185';0.187836
CYSTIC; '00186';0.939182
CYSTIC; '00187';0.156530
CYSTIC; '00188';0.281755
CYSTIC; '00189';0.313061
CYSTIC; '00190';0.234795
CYSTIC; '00191';0.939182
CYSTIC; '00192';0.208707
CYSTIC; '00193';0.375673
CYSTIC; '00194';0.521768
CYSTIC; '00195';0.939182
CYSTIC; '00196';0.469591
CYSTIC; '00197';0.313061
CYSTIC; '00198';0.626121
CYSTIC; '00199';0.939182
CYSTIC; '00200';0.313061
CYSTIC; '00201';0.187836
CYSTIC; '00204';0.626121
CYSTIC; '00205';0.078265
CYSTIC; '00207';0.939182
CYSTIC; '00208';0.939182
CYSTIC; '00209';0.469591
CYSTIC; '00210';0.626121
CYSTIC; '00211';0.187836
CYSTIC; '00212';0.313061
CYSTIC; '00213';0.313061
CYSTIC; '00214';0.939182
CYSTIC; '00216';0.469591
CYSTIC; '00217';0.469591
CYSTIC; '00218';0.234795
CYSTIC; '00219';0.782652
CYSTIC; '00220';0.469591
CYSTIC; '00221';0.187836
CYSTIC; '00222';0.939182
CYSTIC; '00223';0.187836
CYSTIC; '00225';0.375673
CYSTIC; '00226';0.469591
CYSTIC; '00227';0.626121
CYSTIC; '00228';0.626121
CYSTIC; '00229';0.313061
CYSTIC; '00230';0.939182
CYSTIC; '00231';0.704386
CYSTIC; '00232';0.187836
CYSTIC; '00233';0.469591
CYSTIC; '00234';0.402507
CYSTIC; '00235';0.234795
CYSTIC; '00236';0.268338
CYSTIC; '00237';0.469591
CYSTIC; '00238';0.704386
CYSTIC; '00239';0.626121
CYSTIC; '00240';0.939182
CYSTIC; '00242';0.104354
CYSTIC; '00243';0.234795
CYSTIC; '00244';0.037567
CYSTIC; '00245';0.134169
CYSTIC; '00246';0.469591
CYSTIC; '00248';0.187836
CYSTIC; '00249';0.313061
CYSTIC; '00250';0.134169
CYSTIC; '00252';0.469591
CYSTIC; '00253';0.313061
CYSTIC; '00254';0.939182
CYSTIC; '00255';0.313061
CYSTIC; '00256';0.234795
CYSTIC; '00258';0.256141
CYSTIC; '00259';0.276230
CYSTIC; '00260';0.085380
CYSTIC; '00261';0.268338
CYSTIC; '00262';0.313061
CYSTIC; '00264';0.626121
CYSTIC; '00265';0.313061
CYSTIC; '00266';0.134169
CYSTIC; '00267';0.939182
CYSTIC; '00268';0.821784
CYSTIC; '00272';0.469591
CYSTIC; '00273';0.939182
CYSTIC; '00274';0.469591
CYSTIC; '00275';0.134169
CYSTIC; '00276';0.939182
CYSTIC; '00277';0.939182
CYSTIC; '00279';0.234795
CYSTIC; '00280';0.187836
CYSTIC; '00281';0.939182
CYSTIC; '00282';0.469591
CYSTIC; '00283';0.234795
CYSTIC; '00285';0.469591
CYSTIC; '00286';0.563509
CYSTIC; '00287';0.234795
CYSTIC; '00289';0.313061
CYSTIC; '00290';0.704386
CYSTIC; '00291';0.134169
CYSTIC; '00292';0.469591
CYSTIC; '00293';0.313061
CYSTIC; '00294';0.939182
CYSTIC; '00295';0.134169
CYSTIC; '00297';0.939182
CYSTIC; '00299';0.313061
CYSTIC; '00301';0.704386
CYSTIC; '00302';0.187836
CYSTIC; '00303';0.117398
CYSTIC; '00304';0.563509
CYSTIC; '00305';0.626121
CYSTIC; '00306';0.117398
CYSTIC; '00307';0.044723
CYSTIC; '00308';0.939182
CYSTIC; '00309';0.939182
CYSTIC; '00311';0.939182
CYSTIC; '00312';0.187836
CYSTIC; '00313';0.234795
CYSTIC; '00314';0.156530
CYSTIC; '00315';0.626121
CYSTIC; '00316';0.469591
CYSTIC; '00317';0.821784
CYSTIC; '00318';0.939182
CYSTIC; '00319';0.751346
CYSTIC; '00320';0.156530
CYSTIC; '00321';0.939182
CYSTIC; '00322';0.078265
CYSTIC; '00323';0.234795
CYSTIC; '00324';0.704386
CYSTIC; '00325';0.939182
CYSTIC; '00326';0.156530
CYSTIC; '00327';0.313061
CYSTIC; '00328';0.939182
CYSTIC; '00331';0.782652
CYSTIC; '00332';0.563509
CYSTIC; '00333';0.939182
CYSTIC; '00335';0.234795
CYSTIC; '00336';0.234795
CYSTIC; '00337';0.187836
CYSTIC; '00338';0.939182
CYSTIC; '00339';0.469591
CYSTIC; '00340';0.939182
CYSTIC; '00341';0.234795
CYSTIC; '00342';0.313061
CYSTIC; '00343';0.939182
CYSTIC; '00344';0.234795
CYSTIC; '00345';0.134169
CYSTIC; '00346';0.586989
CYSTIC; '00347';0.341521
CYSTIC; '00348';0.117398
CYSTIC; '00349';0.939182
CYSTIC; '00350';0.313061
CYSTIC; '00351';0.939182
CYSTIC; '00352';0.939182
CYSTIC; '00354';0.313061
CYSTIC; '00355';0.187836
CYSTIC; '00357';0.313061
CYSTIC; '00358';0.104354
CYSTIC; '00359';0.469591
CYSTIC; '00361';0.939182
CYSTIC; '00362';0.469591
CYSTIC; '00363';0.234795
CYSTIC; '00364';0.469591
CYSTIC; '00365';0.939182
CYSTIC; '00366';0.234795
CYSTIC; '00367';0.782652
CYSTIC; '00368';0.156530
CYSTIC; '00369';0.805013
CYSTIC; '00370';0.939182
CYSTIC; '00371';0.626121
CYSTIC; '00372';0.117398
CYSTIC; '00374';0.156530
CYSTIC; '00375';0.067084
CYSTIC; '00376';0.469591
CYSTIC; '00377';0.313061
CYSTIC; '00379';0.939182
CYSTIC; '00380';0.187836
CYSTIC; '00381';0.626121
CYSTIC; '00382';0.313061
CYSTIC; '00383';0.117398
CYSTIC; '00384';0.469591
CYSTIC; '00385';0.469591
CYSTIC; '00386';0.156530
CYSTIC; '00387';0.134169
CYSTIC; '00388';0.626121
CYSTIC; '00390';0.469591
CYSTIC; '00391';0.939182
CYSTIC; '00392';0.234795
CYSTIC; '00393';0.313061
CYSTIC; '00394';0.313061
CYSTIC; '00395';0.626121
CYSTIC; '00396';0.469591
CYSTIC; '00397';0.078265
CYSTIC; '00398';0.234795
CYSTIC; '00400';0.704386
CYSTIC; '00401';0.187836
CYSTIC; '00402';0.313061
CYSTIC; '00403';0.626121
CYSTIC; '00404';0.187836
CYSTIC; '00406';0.563509
CYSTIC; '00407';0.939182
CYSTIC; '00408';0.234795
CYSTIC; '00409';0.626121
CYSTIC; '00410';0.402507
CYSTIC; '00411';0.187836
CYSTIC; '00412';0.626121
CYSTIC; '00413';0.939182
CYSTIC; '00414';0.234795
CYSTIC; '00415';0.104354
CYSTIC; '00416';0.375673
CYSTIC; '00417';0.187836
CYSTIC; '00418';0.313061
CYSTIC; '00419';0.313061
CYSTIC; '00420';0.939182
CYSTIC; '00421';0.117398
CYSTIC; '00422';0.469591
CYSTIC; '00424';0.156530
CYSTIC; '00425';0.234795
CYSTIC; '00426';0.187836
CYSTIC; '00427';0.313061
CYSTIC; '00429';0.313061
CYSTIC; '00430';0.313061
CYSTIC; '00431';0.234795
CYSTIC; '00432';0.563509
CYSTIC; '00433';0.939182
CYSTIC; '00434';0.469591
CYSTIC; '00435';0.939182
CYSTIC; '00436';0.234795
CYSTIC; '00437';0.939182
CYSTIC; '00438';0.187836
CYSTIC; '00439';0.104354
CYSTIC; '00440';0.536675
CYSTIC; '00441';0.104354
CYSTIC; '00442';0.939182
CYSTIC; '00443';0.375673
CYSTIC; '00444';0.939182
CYSTIC; '00445';0.563509
CYSTIC; '00446';0.939182
CYSTIC; '00447';0.469591
CYSTIC; '00448';0.234795
CYSTIC; '00452';0.751346
CYSTIC; '00453';0.375673
CYSTIC; '00454';0.469591
CYSTIC; '00455';0.469591
CYSTIC; '00456';0.469591
CYSTIC; '00457';0.626121
CYSTIC; '00458';0.156530
CYSTIC; '00459';0.313061
CYSTIC; '00460';0.469591
CYSTIC; '00461';0.939182
CYSTIC; '00462';0.156530
CYSTIC; '00463';0.782652
CYSTIC; '00464';0.313061
CYSTIC; '00465';0.939182
CYSTIC; '00466';0.234795
CYSTIC; '00467';0.704386
CYSTIC; '00468';0.626121
CYSTIC; '00469';0.117398
CYSTIC; '00470';0.751346
CYSTIC; '00471';0.156530
CYSTIC; '00472';0.313061
CYSTIC; '00473';0.469591
CYSTIC; '00475';0.313061
CYSTIC; '00477';0.939182
CYSTIC; '00478';0.939182
CYSTIC; '00479';0.939182
CYSTIC; '00480';0.469591
CYSTIC; '00481';0.704386
CYSTIC; '00482';0.187836
CYSTIC; '00483';0.469591
CYSTIC; '00484';0.117398
CYSTIC; '00485';0.313061
CYSTIC; '00486';0.313061
CYSTIC; '00487';0.626121
CYSTIC; '00488';0.939182
CYSTIC; '00489';0.469591
CYSTIC; '00490';0.939182
CYSTIC; '00491';0.469591
CYSTIC; '00492';0.939182
CYSTIC; '00494';0.939182
