QueryNumber;Ranking;Doc;Similarity
00001;171;'00785';0.5286970287261349
00001;172;'00906';0.5286970287261349
00001;173;'00854';0.5267660694924662
00001;174;'00617';0.5261538375450547
00001;175;'00943';0.5261538375450547
00001;176;'00303';0.524998026089992
00001;177;'00902';0.524728628861715
00001;178;'00790';0.5247285583805704
00001;179;'00089';0.524728526001814
00001;180;'00751';0.524728526001814
00001;181;'00870';0.524728526001814
00001;182;'00959';0.524728526001814
00001;183;'00031';0.5247285012267636
00001;184;'00705';0.5247284755116978
00001;185;'00944';0.5247284755116978
00001;186;'01179';0.5247284755116978
00001;187;'00711';0.5243532712645649
00001;188;'00055';0.524150281692289
00001;189;'01238';0.5239377875422246
00001;190;'00358';0.5235423396981341
00001;191;'00141';0.5216831085106796
00001;192;'00860';0.5216830615964352
00001;193;'00187';0.5201657062608523
00001;194;'00272';0.5200247971739121
00001;195;'01151';0.5200247387411449
00001;196;'00347';0.5198201983345558
00001;197;'00582';0.5197065749400187
00001;198;'00260';0.5191432035362187
00001;199;'00733';0.5187090370560425
00001;200;'00802';0.5187090370560425
00001;201;'01034';0.5187090370560425
00001;202;'01041';0.5187090370560425
00001;203;'00958';0.5187089623748595
00001;204;'00007';0.5187089376400063
00001;205;'01078';0.5187089376400063
00001;206;'00517';0.5187089129050957
00001;207;'00542';0.518708887931887
00001;208;'00049';0.5187088382237002
00001;209;'00199';0.5187088382237002
00001;210;'00281';0.5187088382237002
00001;211;'00373';0.5187088195533467
00001;212;'00333';0.5182663245495194
00001;213;'00352';0.5182662932013896
00001;214;'00968';0.5178562933356812
00001;215;'00589';0.51785627108074
00001;216;'01165';0.51785627108074
00001;217;'00122';0.5167246668210222
00001;218;'00998';0.516425761843836
00001;219;'00596';0.5150334393425615
00001;220;'01234';0.5150333899110479
00001;221;'00397';0.513966487320502
00001;222;'00366';0.5139663465355895
00001;223;'00680';0.513966276142985
00001;224;'00755';0.513966276142985
00001;225;'00290';0.513796647871744
00001;226;'00288';0.5137966478717438
00001;227;'01103';0.5137966478717438
00001;228;'00458';0.5137965798210292
00001;229;'00844';0.5137965798210292
00001;230;'00907';0.5137965798210292
00001;231;'01009';0.5137965798210292
00001;232;'01012';0.5137965798210292
00001;233;'00956';0.5134933456388702
00001;234;'00741';0.513455256085628
00001;235;'00827';0.5129396948429199
00001;236;'00633';0.512151947753112
00001;237;'00812';0.512151947753112
00001;238;'01067';0.512151947753112
00001;239;'00511';0.5113123878262766
00001;240;'00469';0.5108577565937771
00001;241;'00798';0.5108577565937771
00001;242;'00987';0.5108577341112698
00001;243;'00988';0.5095339390084246
00001;244;'00243';0.5079183201704883
00001;245;'00559';0.507134418802263
00001;246;'01197';0.5065571316906782
00001;247;'00993';0.5065569200185785
00001;248;'00766';0.5065567231661263
00001;249;'00018';0.5065566377884964
00001;250;'00690';0.5064569642444217
00001;251;'00658';0.5064567296284138
00001;252;'00143';0.5062607626546111
00001;253;'00313';0.5062607260293623
00001;254;'00424';0.5062607260293623
00001;255;'00475';0.5062606697362019
00001;256;'00830';0.5062606697362019
00001;257;'00355';0.5062606509717787
00001;258;'00206';0.5062606143464764
00001;259;'00689';0.5062606143464764
00001;260;'01172';0.5062606143464764
00001;261;'00840';0.5060864130200969
00001;262;'00467';0.5039428001725503
00001;263;'00673';0.5035714195914127
00001;264;'00179';0.5029636423366703
00001;265;'00567';0.5003443267607083
00001;266;'01227';0.4999583651072894
00001;267;'00811';0.49976561109806034
00001;268;'00905';0.49976561109806034
00001;269;'01099';0.49976561109806034
00001;270;'00438';0.4997655538620204
00001;271;'00669';0.4997655538620204
00001;272;'00174';0.4997655338420973
00001;273;'00427';0.4997655338420973
00001;274;'00478';0.49920578147872596
00001;275;'00047';0.49920571233476996
00001;276;'00788';0.4992056265841618
00001;277;'00211';0.4989057872740443
00001;278;'00004';0.4989057125969856
00001;279;'01139';0.4975308831149353
00001;280;'00529';0.49753078377654
00001;281;'00154';0.4956503248918614
00001;282;'00287';0.4956503248918614
00001;283;'00548';0.4956503248918614
00001;284;'00876';0.4956503248918614
00001;285;'01055';0.49565007993706856
00001;286;'00096';0.49463476311076066
00001;287;'00109';0.49463476311076066
00001;288;'00539';0.49463463140406855
00001;289;'00251';0.494076792709508
00001;290;'00459';0.49407654427668307
00001;291;'01035';0.49407654427668307
00001;292;'01152';0.49407654427668307
00001;293;'00848';0.4940765282921253
00001;294;'01044';0.49318966727221414
00001;295;'00540';0.4931895389576668
00001;296;'00869';0.4931895389576668
00001;297;'00636';0.4927949386740424
00001;298;'00461';0.49279492420445226
00001;299;'00967';0.4927948291921918
00001;300;'00440';0.4927946697457825
00001;301;'00541';0.4921932591248006
00001;302;'01171';0.4921932591248006
00001;303;'00975';0.4916095335691094
00001;304;'00317';0.490928346489058
00001;305;'00694';0.48864849336271415
00001;306;'00386';0.48840168945116413
00001;307;'00219';0.4862931615286351
00001;308;'00585';0.48572023521687296
00001;309;'00083';0.4857202352168729
00001;310;'00584';0.4857201472590863
00001;311;'00074';0.48572001828026795
00001;312;'00190';0.48572001828026795
00001;313;'00807';0.48572001828026795
00001;314;'00951';0.48572001828026795
00001;315;'01019';0.48572001828026795
00001;316;'01136';0.48572001828026795
00001;317;'01137';0.48572001828026795
00001;318;'00297';0.4857199889610213
00001;319;'00707';0.4857199889610213
00001;320;'00898';0.4857199889610213
00001;321;'01146';0.4857199889610213
00001;322;'00925';0.48346342567110867
00001;323;'00973';0.48199539856243623
00001;324;'01202';0.4813637603528328
00001;325;'00415';0.4789716047715217
00001;326;'01164';0.47897160477152156
00001;327;'00915';0.4789715859175045
00001;328;'00531';0.4788524832451023
00001;329;'00414';0.47790851940548007
00001;330;'00696';0.47790814403288623
00001;331;'00159';0.47790812842232266
00001;332;'00629';0.47790812842232266
00001;333;'00813';0.47790812842232266
00001;334;'01081';0.47790812842232266
00001;335;'00647';0.47462290356086345
00001;336;'00322';0.4726326506791229
00001;337;'00266';0.4709256686820547
00001;338;'01003';0.47081024421778433
00001;339;'00225';0.4708100847621268
00001;340;'00457';0.4708100161735947
00001;341;'00400';0.47080999331077045
00001;342;'01215';0.47080999331077045
00001;343;'00838';0.470809887006672
00001;344;'00945';0.470809887006672
00001;345;'00546';0.4708098184182471
00001;346;'00976';0.47080974240330836
00001;347;'00003';0.4697782106096219
00001;348;'00401';0.4697782106096219
00001;349;'00904';0.4697782106096219
00001;350;'00553';0.469778157381227
00001;351;'00163';0.4651620767490854
00001;352;'01071';0.4651620767490854
00001;353;'00892';0.46412998200649136
00001;354;'00535';0.4637307228395728
00001;355;'00592';0.45766493861561264
00001;356;'00148';0.45755846323298155
00001;357;'00971';0.45755846323298155
00001;358;'01128';0.45755846323298155
00001;359;'00013';0.4575584459367976
00001;360;'00336';0.4575584459367976
00001;361;'00494';0.4575584459367976
00001;362;'00822';0.4575584459367976
00001;363;'01162';0.4575584459367976
00001;364;'01175';0.45755841134445047
00001;365;'00337';0.4575583404530351
00001;366;'01115';0.4575583404530351
00001;367;'01170';0.457558261766827
00001;368;'01207';0.4573939971950618
00001;369;'00224';0.4550694350619474
00001;370;'01200';0.4550349713159455
00001;371;'00307';0.4542990111576362
00001;372;'00062';0.45170357457490784
00001;373;'00463';0.45122240430817073
00001;374;'00140';0.4509659126488826
00001;375;'00794';0.4509659126488826
00001;376;'00563';0.45074137337372866
00001;377;'00053';0.4482402508195431
00001;378;'00990';0.4474104398995538
00001;379;'00040';0.4459293811113927
00001;380;'00296';0.4448955359710178
00001;381;'00316';0.4448955359710178
00001;382;'00961';0.4440533352620106
00001;383;'00242';0.442690695249478
00001;384;'00481';0.44056772042054726
00001;385;'00425';0.4404778679601842
00001;386;'01083';0.4404778679601842
00001;387;'00749';0.44047785921406885
00001;388;'01157';0.4404778460868019
00001;389;'00565';0.4404778242134344
00001;390;'00124';0.4404777279899433
00001;391;'00248';0.4404777279899433
00001;392;'00685';0.4404777279899433
00001;393;'00771';0.4404777279899433
00001;394;'01112';0.44033031862889704
00001;395;'00522';0.44003605166348586
00001;396;'01185';0.43937070429280045
00001;397;'00588';0.4355791649937549
00001;398;'00550';0.4348301362073621
00001;399;'00726';0.43434390994206074
00001;400;'01029';0.42996942695267976
00001;401;'00312';0.42928145835272724
00001;402;'00572';0.42928145835272724
00001;403;'00946';0.42928145835272724
00001;404;'01155';0.42928142296986965
00001;405;'00847';0.42721907146171495
00001;406;'01096';0.4214338769821601
00001;407;'00748';0.42143375171962566
00001;408;'01149';0.42040488823725647
00001;409;'00895';0.41564572455848964
00001;410;'01222';0.41564572455848964
00001;411;'00573';0.40485683367572106
00001;412;'00484';0.3967388503028073
00001;413;'00450';0.37796447300922725
00001;414;'00818';0.37796447300922725
00001;415;'00917';0.37796447300922725
00001;416;'00435';0.37796447300922725
00001;417;'00701';0.37796447300922725
00001;418;'00846';0.37796447300922725
00001;419;'00417';0.37796447300922725
00001;420;'00114';0.37796447300922725
00001;421;'00256';0.37796447300922725
00001;422;'00300';0.37796447300922725
00001;423;'00038';0.37796447300922725
00001;424;'00236';0.37796447300922725
00001;425;'00380';0.37796447300922725
00001;426;'00404';0.37796447300922725
00001;427;'00495';0.37796447300922725
00001;428;'00530';0.37796447300922725
00001;429;'00561';0.37796447300922725
00001;430;'00576';0.37796447300922725
00001;431;'00586';0.37796447300922725
00001;432;'00624';0.37796447300922725
00001;433;'00655';0.37796447300922725
00001;434;'00877';0.37796447300922725
00001;435;'00930';0.37796447300922725
00001;436;'01209';0.37796447300922725
00001;437;'01213';0.37796447300922725
00001;438;'01237';0.37796447300922725
00001;439;'00006';0.37796447300922725
00001;440;'00051';0.37796447300922725
00001;441;'00080';0.37796447300922725
00001;442;'00178';0.37796447300922725
00001;443;'00293';0.37796447300922725
00001;444;'00479';0.37796447300922725
00001;445;'00630';0.37796447300922725
00001;446;'00795';0.37796447300922725
00001;447;'00887';0.37796447300922725
00001;448;'00919';0.37796447300922725
00001;449;'00928';0.37796447300922725
00001;450;'00972';0.37796447300922725
00001;451;'01007';0.37796447300922725
00001;452;'01054';0.37796447300922725
00001;453;'01060';0.37796447300922725
00001;454;'01065';0.37796447300922725
00001;455;'01068';0.37796447300922725
00001;456;'01132';0.37796447300922725
00001;457;'00028';0.3779644730092272
00001;458;'00101';0.3779644730092272
00001;459;'00152';0.3779644730092272
00001;460;'00157';0.3779644730092272
00001;461;'00165';0.3779644730092272
00001;462;'00318';0.3779644730092272
00001;463;'00321';0.3779644730092272
00001;464;'00324';0.3779644730092272
00001;465;'00334';0.3779644730092272
00001;466;'00406';0.3779644730092272
00001;467;'00549';0.3779644730092272
00001;468;'00570';0.3779644730092272
00001;469;'00578';0.3779644730092272
00001;470;'00581';0.3779644730092272
00001;471;'00634';0.3779644730092272
00001;472;'00638';0.3779644730092272
00001;473;'00652';0.3779644730092272
00001;474;'00760';0.3779644730092272
00001;475;'00768';0.3779644730092272
00001;476;'00823';0.3779644730092272
00001;477;'00871';0.3779644730092272
00001;478;'00911';0.3779644730092272
00001;479;'00918';0.3779644730092272
00001;480;'01090';0.3779644730092272
00001;481;'01092';0.3779644730092272
00001;482;'01183';0.3779644730092272
00001;483;'01208';0.3779644730092272
00001;484;'00789';0.3779644730092272
00001;485;'01193';0.3779644730092272
00001;486;'00060';0.3779644730092272
00001;487;'00239';0.3779644730092272
00001;488;'00330';0.3779644730092272
00001;489;'01036';0.3779644730092272
00001;490;'00171';0.3779644730092272
00001;491;'00277';0.3779644730092272
00001;492;'00444';0.3779644730092272
00001;493;'00861';0.3779644730092272
00001;494;'01059';0.3779644730092272
00001;495;'00041';0.3779644730092272
00001;496;'00133';0.3779644730092272
00001;497;'00270';0.3779644730092272
00001;498;'00498';0.3779644730092272
00001;499;'00776';0.3779644730092272
00001;500;'00909';0.3779644730092272
00001;501;'00980';0.3779644730092272
00001;502;'01064';0.3779644730092272
00001;503;'01121';0.3779644730092272
00001;504;'00033';0.3779644730092272
00001;505;'00039';0.3779644730092272
00001;506;'00126';0.3779644730092272
00001;507;'00142';0.3779644730092272
00001;508;'00175';0.3779644730092272
00001;509;'00235';0.3779644730092272
00001;510;'00301';0.3779644730092272
00001;511;'00306';0.3779644730092272
00001;512;'00375';0.3779644730092272
00001;513;'00378';0.3779644730092272
00001;514;'00382';0.3779644730092272
00001;515;'00431';0.3779644730092272
00001;516;'00525';0.3779644730092272
00001;517;'00534';0.3779644730092272
00001;518;'00566';0.3779644730092272
00001;519;'00571';0.3779644730092272
00001;520;'00574';0.3779644730092272
00001;521;'00610';0.3779644730092272
00001;522;'00625';0.3779644730092272
00001;523;'00628';0.3779644730092272
00001;524;'00632';0.3779644730092272
00001;525;'00646';0.3779644730092272
00001;526;'00662';0.3779644730092272
00001;527;'00665';0.3779644730092272
00001;528;'00671';0.3779644730092272
00001;529;'00691';0.3779644730092272
00001;530;'00697';0.3779644730092272
00001;531;'00739';0.3779644730092272
00001;532;'00740';0.3779644730092272
00001;533;'00745';0.3779644730092272
00001;534;'00746';0.3779644730092272
00001;535;'00786';0.3779644730092272
00001;536;'00796';0.3779644730092272
00001;537;'00797';0.3779644730092272
00001;538;'00809';0.3779644730092272
00001;539;'00819';0.3779644730092272
00001;540;'00831';0.3779644730092272
00001;541;'00845';0.3779644730092272
00001;542;'00853';0.3779644730092272
00001;543;'00881';0.3779644730092272
00001;544;'00949';0.3779644730092272
00001;545;'00954';0.3779644730092272
00001;546;'00977';0.3779644730092272
00001;547;'00984';0.3779644730092272
00001;548;'00997';0.3779644730092272
00001;549;'01002';0.3779644730092272
00001;550;'01014';0.3779644730092272
00001;551;'01039';0.3779644730092272
00001;552;'01049';0.3779644730092272
00001;553;'01142';0.3779644730092272
00001;554;'01143';0.3779644730092272
00001;555;'01148';0.3779644730092272
00001;556;'01156';0.3779644730092272
00001;557;'01158';0.3779644730092272
00001;558;'01160';0.3779644730092272
00001;559;'01177';0.3779644730092272
00001;560;'01178';0.3779644730092272
00001;561;'01182';0.3779644730092272
00001;562;'01192';0.3779644730092272
00001;563;'01204';0.3779644730092272
00001;564;'01211';0.3779644730092272
00001;565;'01216';0.3779644730092272
00001;566;'01233';0.3779644730092272
00001;567;'00001';0.3779644730092272
00001;568;'00005';0.3779644730092272
00001;569;'00008';0.3779644730092272
00001;570;'00010';0.3779644730092272
00001;571;'00012';0.3779644730092272
00001;572;'00015';0.3779644730092272
00001;573;'00019';0.3779644730092272
00001;574;'00021';0.3779644730092272
00001;575;'00022';0.3779644730092272
00001;576;'00023';0.3779644730092272
00001;577;'00024';0.3779644730092272
00001;578;'00026';0.3779644730092272
00001;579;'00030';0.3779644730092272
00001;580;'00034';0.3779644730092272
00001;581;'00042';0.3779644730092272
00001;582;'00050';0.3779644730092272
00001;583;'00064';0.3779644730092272
00001;584;'00065';0.3779644730092272
00001;585;'00068';0.3779644730092272
00001;586;'00069';0.3779644730092272
00001;587;'00072';0.3779644730092272
00001;588;'00077';0.3779644730092272
00001;589;'00082';0.3779644730092272
00001;590;'00084';0.3779644730092272
00001;591;'00086';0.3779644730092272
00001;592;'00088';0.3779644730092272
00001;593;'00092';0.3779644730092272
00001;594;'00093';0.3779644730092272
00001;595;'00095';0.3779644730092272
00001;596;'00098';0.3779644730092272
00001;597;'00100';0.3779644730092272
00001;598;'00102';0.3779644730092272
00001;599;'00104';0.3779644730092272
00001;600;'00108';0.3779644730092272
00001;601;'00110';0.3779644730092272
00001;602;'00111';0.3779644730092272
00001;603;'00113';0.3779644730092272
00001;604;'00118';0.3779644730092272
00001;605;'00119';0.3779644730092272
00001;606;'00123';0.3779644730092272
00001;607;'00125';0.3779644730092272
00001;608;'00130';0.3779644730092272
00001;609;'00134';0.3779644730092272
00001;610;'00135';0.3779644730092272
00001;611;'00136';0.3779644730092272
00001;612;'00146';0.3779644730092272
00001;613;'00149';0.3779644730092272
00001;614;'00155';0.3779644730092272
00001;615;'00156';0.3779644730092272
00001;616;'00160';0.3779644730092272
00001;617;'00161';0.3779644730092272
00001;618;'00164';0.3779644730092272
00001;619;'00167';0.3779644730092272
00001;620;'00169';0.3779644730092272
00001;621;'00170';0.3779644730092272
00001;622;'00172';0.3779644730092272
00001;623;'00173';0.3779644730092272
00001;624;'00176';0.3779644730092272
00001;625;'00177';0.3779644730092272
00001;626;'00181';0.3779644730092272
00001;627;'00182';0.3779644730092272
00001;628;'00183';0.3779644730092272
00001;629;'00184';0.3779644730092272
00001;630;'00188';0.3779644730092272
00001;631;'00191';0.3779644730092272
00001;632;'00193';0.3779644730092272
00001;633;'00195';0.3779644730092272
00001;634;'00196';0.3779644730092272
00001;635;'00197';0.3779644730092272
00001;636;'00200';0.3779644730092272
00001;637;'00202';0.3779644730092272
00001;638;'00203';0.3779644730092272
00001;639;'00204';0.3779644730092272
00001;640;'00209';0.3779644730092272
00001;641;'00210';0.3779644730092272
00001;642;'00212';0.3779644730092272
00001;643;'00215';0.3779644730092272
00001;644;'00217';0.3779644730092272
00001;645;'00221';0.3779644730092272
00001;646;'00222';0.3779644730092272
00001;647;'00223';0.3779644730092272
00001;648;'00227';0.3779644730092272
00001;649;'00228';0.3779644730092272
00001;650;'00229';0.3779644730092272
00001;651;'00230';0.3779644730092272
00001;652;'00231';0.3779644730092272
00001;653;'00232';0.3779644730092272
00001;654;'00233';0.3779644730092272
00001;655;'00234';0.3779644730092272
00001;656;'00237';0.3779644730092272
00001;657;'00238';0.3779644730092272
00001;658;'00244';0.3779644730092272
00001;659;'00245';0.3779644730092272
00001;660;'00250';0.3779644730092272
00001;661;'00252';0.3779644730092272
00001;662;'00253';0.3779644730092272
00001;663;'00254';0.3779644730092272
00001;664;'00255';0.3779644730092272
00001;665;'00258';0.3779644730092272
00001;666;'00259';0.3779644730092272
00001;667;'00261';0.3779644730092272
00001;668;'00262';0.3779644730092272
00001;669;'00267';0.3779644730092272
00001;670;'00268';0.3779644730092272
00001;671;'00271';0.3779644730092272
00001;672;'00273';0.3779644730092272
00001;673;'00274';0.3779644730092272
00001;674;'00276';0.3779644730092272
00001;675;'00278';0.3779644730092272
00001;676;'00279';0.3779644730092272
00001;677;'00282';0.3779644730092272
00001;678;'00283';0.3779644730092272
00001;679;'00284';0.3779644730092272
00001;680;'00286';0.3779644730092272
00001;681;'00289';0.3779644730092272
00001;682;'00292';0.3779644730092272
00001;683;'00295';0.3779644730092272
00001;684;'00304';0.3779644730092272
00001;685;'00305';0.3779644730092272
00001;686;'00310';0.3779644730092272
00001;687;'00315';0.3779644730092272
00001;688;'00325';0.3779644730092272
00001;689;'00326';0.3779644730092272
00001;690;'00327';0.3779644730092272
00001;691;'00332';0.3779644730092272
00001;692;'00339';0.3779644730092272
00001;693;'00340';0.3779644730092272
00001;694;'00341';0.3779644730092272
00001;695;'00342';0.3779644730092272
00001;696;'00346';0.3779644730092272
00001;697;'00348';0.3779644730092272
00001;698;'00349';0.3779644730092272
00001;699;'00351';0.3779644730092272
00001;700;'00357';0.3779644730092272
00001;701;'00360';0.3779644730092272
00001;702;'00361';0.3779644730092272
00001;703;'00363';0.3779644730092272
00001;704;'00364';0.3779644730092272
00001;705;'00367';0.3779644730092272
00001;706;'00368';0.3779644730092272
00001;707;'00369';0.3779644730092272
00001;708;'00370';0.3779644730092272
00001;709;'00371';0.3779644730092272
00001;710;'00372';0.3779644730092272
00001;711;'00377';0.3779644730092272
00001;712;'00383';0.3779644730092272
00001;713;'00390';0.3779644730092272
00001;714;'00391';0.3779644730092272
00001;715;'00393';0.3779644730092272
00001;716;'00396';0.3779644730092272
00001;717;'00402';0.3779644730092272
00001;718;'00407';0.3779644730092272
00001;719;'00408';0.3779644730092272
00001;720;'00409';0.3779644730092272
00001;721;'00410';0.3779644730092272
00001;722;'00416';0.3779644730092272
00001;723;'00418';0.3779644730092272
00001;724;'00419';0.3779644730092272
00001;725;'00420';0.3779644730092272
00001;726;'00421';0.3779644730092272
00001;727;'00422';0.3779644730092272
00001;728;'00429';0.3779644730092272
00001;729;'00432';0.3779644730092272
00001;730;'00433';0.3779644730092272
00001;731;'00442';0.3779644730092272
00001;732;'00443';0.3779644730092272
00001;733;'00445';0.3779644730092272
00001;734;'00446';0.3779644730092272
00001;735;'00447';0.3779644730092272
00001;736;'00449';0.3779644730092272
00001;737;'00452';0.3779644730092272
00001;738;'00460';0.3779644730092272
00001;739;'00462';0.3779644730092272
00001;740;'00468';0.3779644730092272
00001;741;'00470';0.3779644730092272
00001;742;'00472';0.3779644730092272
00001;743;'00473';0.3779644730092272
00001;744;'00474';0.3779644730092272
00001;745;'00477';0.3779644730092272
00001;746;'00480';0.3779644730092272
00001;747;'00482';0.3779644730092272
00001;748;'00486';0.3779644730092272
00001;749;'00487';0.3779644730092272
00001;750;'00509';0.3779644730092272
00001;751;'00518';0.3779644730092272
00001;752;'00519';0.3779644730092272
00001;753;'00521';0.3779644730092272
00001;754;'00524';0.3779644730092272
00001;755;'00528';0.3779644730092272
00001;756;'00554';0.3779644730092272
00001;757;'00556';0.3779644730092272
00001;758;'00569';0.3779644730092272
00001;759;'00577';0.3779644730092272
00001;760;'00579';0.3779644730092272
00001;761;'00583';0.3779644730092272
00001;762;'00587';0.3779644730092272
00001;763;'00590';0.3779644730092272
00001;764;'00591';0.3779644730092272
00001;765;'00594';0.3779644730092272
00001;766;'00598';0.3779644730092272
00001;767;'00599';0.3779644730092272
00001;768;'00601';0.3779644730092272
00001;769;'00604';0.3779644730092272
00001;770;'00605';0.3779644730092272
00001;771;'00607';0.3779644730092272
00001;772;'00608';0.3779644730092272
00001;773;'00611';0.3779644730092272
00001;774;'00612';0.3779644730092272
00001;775;'00613';0.3779644730092272
00001;776;'00616';0.3779644730092272
00001;777;'00618';0.3779644730092272
